Need State,Category,Sub Category,Segment,Sub Segment,Manufacturer New,Actual_Month,$,Units
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-08-2018,241956,89629
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-09-2018,305215,132148
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-10-2018,245078,115064
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-11-2018,233169,101486
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-12-2018,273710,114736
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-01-2019,200434,68802
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-02-2019,216879,70902
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-03-2019,464862,114685
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-04-2019,419643,96822
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-05-2019,506669,108556
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-06-2019,672494,136747
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-07-2019,556006,121960
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-08-2019,509935,119564
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-09-2019,613632,143462
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,All Other,01-10-2019,471658,108106
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-11-2016,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-12-2016,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-01-2017,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-02-2017,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-03-2017,3,1
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-08-2017,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-03-2018,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-02-2019,26,7
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-03-2019,27,8
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-04-2019,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-05-2019,29,8
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-06-2019,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CK,01-07-2019,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-11-2016,181263,84406
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-12-2016,948459,444514
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-01-2017,789029,366236
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-02-2017,805370,382274
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-03-2017,1023115,486289
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-04-2017,839438,397715
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-05-2017,864574,413668
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-06-2017,1118203,542126
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-07-2017,939411,455569
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-08-2017,852786,427316
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-09-2017,969882,461945
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-10-2017,749353,390080
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-11-2017,716855,371695
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-12-2017,840675,434154
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-01-2018,685661,349499
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-02-2018,705470,365910
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-03-2018,960517,505830
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-04-2018,743874,385765
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-05-2018,780257,402934
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-06-2018,1054958,533273
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-07-2018,1022020,504794
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-08-2018,898046,422090
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-09-2018,1006635,521990
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-10-2018,848206,433281
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-11-2018,773690,394260
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-12-2018,953346,478962
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-01-2019,784224,399417
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-02-2019,760427,392262
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-03-2019,1014279,525026
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-04-2019,841223,433006
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-05-2019,847565,444853
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-06-2019,1117818,587721
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-07-2019,825346,453465
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-08-2019,925179,484868
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-09-2019,1043540,557738
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,CL,01-10-2019,768329,416301
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-03-2017,2317,339
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-04-2017,170255,27190
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-05-2017,330038,52823
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-06-2017,346376,55354
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-07-2017,234138,38111
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-08-2017,230362,37494
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-09-2017,304380,49915
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-10-2017,210320,34196
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-11-2017,201618,33052
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-12-2017,249226,41341
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-01-2018,247539,40852
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-02-2018,249365,41743
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-03-2018,310099,50667
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-04-2018,230557,37758
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-05-2018,250903,41762
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-06-2018,290662,50455
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-07-2018,222011,39868
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-08-2018,156078,28390
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-09-2018,179637,29119
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-10-2018,140170,23181
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-11-2018,136954,22227
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-12-2018,160254,31205
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-01-2019,152445,30788
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-02-2019,151560,34187
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-03-2019,149655,26805
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-04-2019,103581,17158
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-05-2019,116776,19162
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-06-2019,128639,21082
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-07-2019,110970,18197
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-08-2019,103285,16854
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-09-2019,121265,19891
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,HL,01-10-2019,93382,15347
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-11-2016,967440,228436
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-12-2016,5024074,1191558
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-01-2017,4057162,960149
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-02-2017,4192984,1005803
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-03-2017,6941890,1647946
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-04-2017,4942381,1207518
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-05-2017,4495862,1113177
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-06-2017,5689046,1422008
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-07-2017,4819254,1201727
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-08-2017,4738150,1165554
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-09-2017,5599198,1354486
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-10-2017,4314386,1026018
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-11-2017,5041748,1200591
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-12-2017,4858466,1169356
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-01-2018,3870842,913569
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-02-2018,3898413,930994
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-03-2018,5682818,1376449
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-04-2018,4061515,985547
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-05-2018,4077763,1009040
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-06-2018,5181022,1362848
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-07-2018,3272394,914977
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-08-2018,4061710,1006058
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-09-2018,4921446,1214731
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-10-2018,3493601,857959
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-11-2018,3580864,880406
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-12-2018,4017557,1004814
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-01-2019,3057298,747462
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-02-2019,3022752,739314
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-03-2019,4275734,1022981
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-04-2019,3469556,825442
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-05-2019,3190403,756138
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-06-2019,4057614,961545
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-07-2019,3233042,763049
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-08-2019,3401666,832959
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-09-2019,4032640,942274
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY SHAMPOO,JPC,01-10-2019,3027498,705306
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-11-2016,29591,5120
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-12-2016,169486,28435
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-01-2017,126602,21863
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-02-2017,123121,21774
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-03-2017,155329,26511
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-04-2017,134372,22717
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-05-2017,132586,22292
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-06-2017,180327,30349
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-07-2017,156274,25884
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-08-2017,150110,25121
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-09-2017,157012,27090
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-10-2017,125059,21094
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-11-2017,115682,19300
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-12-2017,170255,29713
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-01-2018,133867,23092
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-02-2018,139579,25737
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-03-2018,181347,31178
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-04-2018,139462,23345
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-05-2018,141690,23743
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-06-2018,173456,28747
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-07-2018,152464,25329
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-08-2018,137775,24541
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-09-2018,150939,25813
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-10-2018,114424,19490
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-11-2018,110834,18648
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-12-2018,147075,24976
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-01-2019,114253,19512
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-02-2019,124123,20650
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-03-2019,189754,31900
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-04-2019,167034,28217
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-05-2019,152598,25568
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-06-2019,213458,35706
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-07-2019,181834,30486
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-08-2019,175320,29699
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-09-2019,201309,34478
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,All Other,01-10-2019,156447,27467
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CK,01-01-2017,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CK,01-02-2017,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CK,01-04-2017,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CK,01-01-2018,3,1
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CK,01-01-2019,0,0
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-11-2016,56646,28886
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-12-2016,302374,154874
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-01-2017,254968,130229
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-02-2017,267428,137494
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-03-2017,339080,174137
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-04-2017,241630,123372
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-05-2017,240962,123211
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-06-2017,311742,159303
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-07-2017,246316,125977
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-08-2017,249583,128178
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-09-2017,280701,144134
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-10-2017,214130,110060
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-11-2017,210529,108223
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-12-2017,260814,133447
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-01-2018,221093,112995
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-02-2018,219930,112810
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-03-2018,292119,150083
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-04-2018,207605,106182
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-05-2018,213681,109075
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-06-2018,286133,145374
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY HAIR CARE,BABY STYLING,CL,01-07-2018,249310,126486
